Date,Ticker,% Drop,Open,Close,Recovery Date 50%,Recovery Date 75%,Recovery Date 90%,Best Recovery % Achieved,Recovery Quality,Headline Tags,Headline Link
2025-03-28,TER,-3.49,85.77,82.78,,,,0.28,Poor Recovery (<50%),unknown,unknown
2025-03-28,TRMB,-3.48,67.88,65.52,,,,0.42,Poor Recovery (<50%),unknown,unknown
2025-03-28,TROW,-3.13,94.53,91.57,2025-04-02,2025-04-02,,0.79,Good Recovery (75-90%),unknown,unknown
2025-03-28,TSLA,-4.37,275.58,263.55,2025-04-02,2025-04-02,2025-04-02,1.6,Full Recovery (90%+),unknown,unknown
2025-03-28,TT,-3.78,345.06,332.0,2025-04-01,2025-04-02,2025-04-02,1.22,Full Recovery (90%+),unknown,unknown
2025-03-28,UAL,-4.36,73.43,70.23,,,,0.36,Poor Recovery (<50%),unknown,unknown
2025-03-28,WBD,-5.98,11.03,10.37,2025-03-31,,,0.55,Partial Recovery (50-75%),unknown,unknown
2025-03-28,WYNN,-3.74,85.53,82.33,,,,0.37,Poor Recovery (<50%),unknown,unknown
2025-04-01,BIIB,-3.49,136.8,132.03,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-01,COO,-3.47,84.19,81.27,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-01,CRL,-3.2,150.81,145.99,2025-04-02,,,0.68,Partial Recovery (50-75%),unknown,unknown
2025-04-01,IPG,-3.9,27.18,26.12,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-01,IQV,-3.21,176.92,171.24,2025-04-02,,,0.55,Partial Recovery (50-75%),unknown,unknown
2025-04-01,JNJ,-4.65,160.73,153.25,2025-04-03,2025-04-03,,0.88,Good Recovery (75-90%),unknown,unknown
2025-04-01,LUV,-3.45,32.72,31.59,,,,0.24,Poor Recovery (<50%),unknown,unknown
2025-04-01,MRNA,-5.37,28.7,27.16,,,,0.36,Poor Recovery (<50%),unknown,unknown
2025-04-01,OMC,-3.87,82.98,79.77,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-01,WAT,-3.1,367.39,356.0,2025-04-02,,,0.58,Partial Recovery (50-75%),unknown,unknown
2025-04-01,WBD,-5.38,10.79,10.21,2025-04-02,,,0.6,Partial Recovery (50-75%),unknown,unknown
2025-04-02,HSY,-3.54,169.97,163.95,2025-04-14,2025-04-14,2025-04-14,1.05,Full Recovery (90%+),unknown,unknown
2025-04-03,A,-3.03,113.1,109.67,,,,0.0,Poor Recovery (<50%),"verizon, now, offers, a, three-year",https://www.theverge.com/news/642325/verizon-myplan-price-lock-three-years
2025-04-03,ABBV,-4.12,208.37,199.79,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,ADI,-5.7,191.82,180.88,2025-04-09,2025-04-09,2025-04-09,1.44,Full Recovery (90%+),unknown,unknown
2025-04-03,ALB,-3.94,69.23,66.5,,,,0.0,Poor Recovery (<50%),"b365.ro:, magnolia, de, pe, bulevardul",http://hotnews.ro/b365-ro-magnolia-de-pe-bulevardul-timisoara-care-nu-se-poate-hotari-de-unde-sa-ia-tramvaiul-25-din-statia-sergent-moise-sau-de-la-sibiu-1939637
2025-04-03,ALGN,-3.95,160.59,154.24,2025-04-09,2025-04-09,2025-04-09,4.73,Full Recovery (90%+),unknown,unknown
2025-04-03,AMAT,-3.89,141.0,135.51,2025-04-09,2025-04-09,2025-04-09,2.67,Full Recovery (90%+),unknown,unknown
2025-04-03,AMD,-4.08,97.79,93.8,2025-04-09,2025-04-09,,0.76,Good Recovery (75-90%),"how, the, nintendo, switch, 2",https://www.theverge.com/tech/642866/nintendo-switch-2-steam-deck-lcd-oled-comparison-specs-price
2025-04-03,AME,-3.25,166.91,161.49,2025-04-24,2025-04-24,2025-04-24,1.06,Full Recovery (90%+),unknown,unknown
2025-04-03,APA,-10.22,19.44,17.45,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,APO,-3.95,128.53,123.45,2025-04-09,2025-04-09,2025-04-09,1.94,Full Recovery (90%+),unknown,unknown
2025-04-03,APTV,-5.45,58.58,55.39,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,ARE,-4.97,90.76,86.25,,,,0.0,Poor Recovery (<50%),"trump’s, tariffs, are, ‘a, debacle",https://www.theverge.com/cars/642706/car-tariff-trump-price-increase-loan-ford-gm-tesla
2025-04-03,AVB,-3.26,212.79,205.86,,,,0.13,Poor Recovery (<50%),unknown,unknown
2025-04-03,AVGO,-4.07,160.54,154.01,2025-04-09,2025-04-09,2025-04-09,5.23,Full Recovery (90%+),unknown,unknown
2025-04-03,AXP,-4.76,259.34,247.0,2025-04-09,2025-04-09,2025-04-09,1.65,Full Recovery (90%+),unknown,unknown
2025-04-03,BA,-5.68,160.0,150.91,2025-04-09,2025-04-09,2025-04-09,2.79,Full Recovery (90%+),unknown,unknown
2025-04-03,BAC,-3.65,38.63,37.22,2025-04-15,2025-04-22,2025-04-23,1.67,Full Recovery (90%+),unknown,unknown
2025-04-03,BAX,-5.86,33.3,31.35,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,BBY,-6.15,66.3,62.22,2025-04-24,2025-04-24,2025-04-24,0.93,Full Recovery (90%+),unknown,unknown
2025-04-03,BEN,-3.91,18.68,17.95,2025-04-09,2025-04-09,2025-04-24,1.1,Full Recovery (90%+),unknown,unknown
2025-04-03,BF-B,-5.1,34.68,32.91,2025-04-09,2025-04-11,2025-04-22,1.02,Full Recovery (90%+),unknown,unknown
2025-04-03,BKR,-3.43,42.31,40.86,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,BLDR,-4.8,125.86,119.82,2025-04-04,2025-04-09,,0.81,Good Recovery (75-90%),unknown,unknown
2025-04-03,BLK,-3.37,918.56,887.65,2025-04-24,2025-04-24,2025-04-24,0.93,Full Recovery (90%+),unknown,unknown
2025-04-03,BMY,-4.59,59.95,57.2,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,BX,-3.2,137.5,133.1,2025-04-09,2025-04-09,2025-04-09,0.97,Full Recovery (90%+),unknown,unknown
2025-04-03,BXP,-4.83,65.78,62.6,2025-04-23,2025-04-23,2025-04-24,1.08,Full Recovery (90%+),unknown,unknown
2025-04-03,C,-4.72,66.17,63.05,2025-04-23,2025-04-23,2025-04-23,1.64,Full Recovery (90%+),unknown,unknown
2025-04-03,CARR,-3.62,63.0,60.72,,,,0.02,Poor Recovery (<50%),unknown,unknown
2025-04-03,CAT,-4.35,318.14,304.29,,,,0.19,Poor Recovery (<50%),unknown,unknown
2025-04-03,CBRE,-4.07,129.09,123.84,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,CCL,-6.14,18.41,17.28,2025-04-09,2025-04-09,2025-04-09,2.06,Full Recovery (90%+),unknown,unknown
2025-04-03,CDW,-3.64,157.29,151.57,2025-04-09,2025-04-09,2025-04-09,1.38,Full Recovery (90%+),unknown,unknown
2025-04-03,CEG,-5.1,200.47,190.24,2025-04-09,2025-04-09,2025-04-09,2.72,Full Recovery (90%+),unknown,unknown
2025-04-03,CFG,-8.3,39.5,36.22,,,,0.38,Poor Recovery (<50%),unknown,unknown
2025-04-03,CHRW,-5.65,100.44,94.77,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,CMI,-4.14,308.11,295.35,,,,0.09,Poor Recovery (<50%),unknown,unknown
2025-04-03,COP,-5.06,100.33,95.25,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,CPAY,-6.55,339.88,317.63,,,,0.19,Poor Recovery (<50%),unknown,unknown
2025-04-03,CRL,-3.66,146.33,140.98,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,CSCO,-3.49,59.38,57.31,,,,0.4,Poor Recovery (<50%),unknown,unknown
2025-04-03,CSGP,-4.32,79.8,76.35,2025-04-09,2025-04-14,2025-04-14,1.99,Full Recovery (90%+),unknown,unknown
2025-04-03,CSX,-3.38,28.97,27.99,2025-04-09,,,0.68,Partial Recovery (50-75%),unknown,unknown
2025-04-03,DAL,-4.58,40.57,38.71,2025-04-09,2025-04-09,2025-04-09,2.99,Full Recovery (90%+),unknown,unknown
2025-04-03,DASH,-3.07,179.5,173.99,2025-04-09,2025-04-09,2025-04-09,2.65,Full Recovery (90%+),unknown,unknown
2025-04-03,DD,-6.51,72.5,67.78,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,DELL,-9.94,85.2,76.74,2025-04-09,2025-04-09,2025-04-14,2.09,Full Recovery (90%+),unknown,unknown
2025-04-03,DIS,-6.0,94.51,88.84,,,,0.46,Poor Recovery (<50%),unknown,unknown
2025-04-03,DOV,-4.22,169.9,162.73,2025-04-23,2025-04-24,2025-04-24,0.97,Full Recovery (90%+),unknown,unknown
2025-04-03,DOW,-6.03,33.48,31.46,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,DVN,-6.35,35.41,33.16,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,DXCM,-4.76,64.89,61.8,2025-04-09,2025-04-09,2025-04-09,2.91,Full Recovery (90%+),unknown,unknown
2025-04-03,EFX,-4.32,242.26,231.8,2025-04-22,2025-04-22,2025-04-22,2.43,Full Recovery (90%+),unknown,unknown
2025-04-03,EIX,-3.49,59.58,57.5,,,,0.34,Poor Recovery (<50%),unknown,unknown
2025-04-03,EL,-10.2,64.8,58.19,,,,0.07,Poor Recovery (<50%),unknown,unknown
2025-04-03,EMN,-6.58,85.61,79.98,,,,0.27,Poor Recovery (<50%),unknown,unknown
2025-04-03,EMR,-3.87,105.99,101.89,2025-04-09,2025-04-24,,0.77,Good Recovery (75-90%),unknown,unknown
2025-04-03,EPAM,-4.4,162.71,155.55,,,,0.48,Poor Recovery (<50%),unknown,unknown
2025-04-03,EQR,-3.41,70.97,68.55,,,,0.34,Poor Recovery (<50%),unknown,unknown
2025-04-03,ESS,-3.61,305.37,294.35,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,EXPD,-3.93,115.19,110.66,,,,0.31,Poor Recovery (<50%),unknown,unknown
2025-04-03,EXPE,-4.14,158.95,152.37,2025-04-09,2025-04-09,2025-04-09,1.41,Full Recovery (90%+),unknown,unknown
2025-04-03,F,-4.5,9.99,9.54,2025-04-23,2025-04-24,2025-04-24,1.16,Full Recovery (90%+),unknown,unknown
2025-04-03,FANG,-6.47,151.06,141.28,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,FCX,-6.86,35.82,33.36,2025-04-23,2025-04-24,2025-04-24,1.74,Full Recovery (90%+),unknown,unknown
2025-04-03,FDX,-6.22,230.18,215.86,,,,0.15,Poor Recovery (<50%),unknown,unknown
2025-04-03,FITB,-5.82,37.66,35.47,,,,0.16,Poor Recovery (<50%),unknown,unknown
2025-04-03,FOX,-6.9,51.45,47.9,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,FOXA,-7.05,55.76,51.83,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,FRT,-4.51,97.06,92.68,2025-04-24,,,0.65,Partial Recovery (50-75%),unknown,unknown
2025-04-03,FTNT,-3.58,92.76,89.44,2025-04-09,2025-04-09,2025-04-09,3.4,Full Recovery (90%+),unknown,unknown
2025-04-03,FTV,-5.09,71.25,67.62,,,,0.36,Poor Recovery (<50%),unknown,unknown
2025-04-03,GEHC,-5.93,76.5,71.96,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,GEV,-3.03,306.72,297.43,2025-04-09,2025-04-09,2025-04-09,6.79,Full Recovery (90%+),unknown,unknown
2025-04-03,GLW,-4.86,44.45,42.29,2025-04-24,,,0.74,Partial Recovery (50-75%),unknown,unknown
2025-04-03,GNRC,-3.82,120.23,115.64,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,HAL,-7.13,24.11,22.39,,,,0.08,Poor Recovery (<50%),unknown,unknown
2025-04-03,HAS,-6.48,58.8,54.99,2025-04-24,2025-04-24,2025-04-24,1.41,Full Recovery (90%+),unknown,unknown
2025-04-03,HBAN,-6.92,14.46,13.46,2025-04-23,2025-04-24,2025-04-24,1.09,Full Recovery (90%+),unknown,unknown
2025-04-03,HON,-3.24,213.59,206.68,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,HPE,-9.58,15.13,13.68,2025-04-09,2025-04-15,2025-04-15,1.72,Full Recovery (90%+),unknown,unknown
2025-04-03,HPQ,-8.11,25.88,23.78,2025-04-24,,,0.74,Partial Recovery (50-75%),unknown,unknown
2025-04-03,HST,-5.14,14.02,13.3,2025-04-09,2025-04-09,2025-04-09,1.28,Full Recovery (90%+),unknown,unknown
2025-04-03,IEX,-5.43,178.37,168.68,2025-04-09,,,0.53,Partial Recovery (50-75%),unknown,unknown
2025-04-03,IP,-4.93,51.73,49.18,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,IPG,-3.91,25.58,24.58,2025-04-15,,,0.56,Partial Recovery (50-75%),unknown,unknown
2025-04-03,IR,-5.67,77.94,73.52,2025-04-24,,,0.5,Partial Recovery (50-75%),unknown,unknown
2025-04-03,IVZ,-5.98,14.71,13.83,,,,0.27,Poor Recovery (<50%),unknown,unknown
2025-04-03,JBHT,-6.86,146.27,136.23,2025-04-09,,,0.54,Partial Recovery (50-75%),unknown,unknown
2025-04-03,JBL,-5.02,130.02,123.49,2025-04-09,2025-04-09,2025-04-09,3.47,Full Recovery (90%+),unknown,unknown
2025-04-03,KEY,-6.98,15.18,14.12,2025-04-24,,,0.71,Partial Recovery (50-75%),unknown,unknown
2025-04-03,KEYS,-7.23,146.31,135.73,2025-04-09,2025-04-24,,0.76,Good Recovery (75-90%),unknown,unknown
2025-04-03,KIM,-4.34,20.98,20.07,2025-04-17,,,0.57,Partial Recovery (50-75%),unknown,unknown
2025-04-03,KKR,-7.71,111.12,102.55,2025-04-09,2025-04-09,2025-04-09,1.25,Full Recovery (90%+),unknown,unknown
2025-04-03,KLAC,-4.81,652.21,620.82,2025-04-09,2025-04-09,2025-04-09,2.63,Full Recovery (90%+),unknown,unknown
2025-04-03,KMX,-3.57,79.29,76.46,2025-04-09,2025-04-09,2025-04-09,1.27,Full Recovery (90%+),unknown,unknown
2025-04-03,LEN,-3.56,111.88,107.9,2025-04-04,,,0.66,Partial Recovery (50-75%),unknown,unknown
2025-04-03,LRCX,-7.12,70.22,65.22,2025-04-09,2025-04-09,2025-04-09,1.18,Full Recovery (90%+),unknown,unknown
2025-04-03,LUV,-6.3,30.8,28.86,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,LYB,-7.2,68.01,63.11,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,MAS,-5.4,67.81,64.15,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,MCHP,-13.01,46.8,40.71,2025-04-09,2025-04-24,2025-04-24,1.05,Full Recovery (90%+),unknown,unknown
2025-04-03,MET,-3.15,78.38,75.91,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,MGM,-3.49,28.91,27.9,2025-04-09,2025-04-09,2025-04-09,3.49,Full Recovery (90%+),unknown,unknown
2025-04-03,MHK,-4.24,112.61,107.84,,,,0.26,Poor Recovery (<50%),unknown,unknown
2025-04-03,MPC,-8.15,140.0,128.59,2025-04-23,2025-04-24,,0.78,Good Recovery (75-90%),unknown,unknown
2025-04-03,MPWR,-9.81,552.95,498.68,2025-04-09,2025-04-09,2025-04-09,1.51,Full Recovery (90%+),unknown,unknown
2025-04-03,MRNA,-3.49,26.66,25.73,2025-04-09,2025-04-09,2025-04-09,1.78,Full Recovery (90%+),unknown,unknown
2025-04-03,MSCI,-3.1,561.58,544.18,2025-04-15,,,0.71,Partial Recovery (50-75%),unknown,unknown
2025-04-03,MTB,-4.41,170.89,163.36,2025-04-09,2025-04-24,,0.77,Good Recovery (75-90%),unknown,unknown
2025-04-03,MTD,-4.79,1150.35,1095.24,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,MU,-10.35,82.92,74.34,,,,0.41,Poor Recovery (<50%),unknown,unknown
2025-04-03,NCLH,-10.29,18.18,16.31,2025-04-09,2025-04-09,2025-04-09,1.11,Full Recovery (90%+),unknown,unknown
2025-04-03,NDSN,-5.21,196.64,186.39,,,,0.3,Poor Recovery (<50%),unknown,unknown
2025-04-03,NRG,-4.36,97.0,92.77,2025-04-09,2025-04-09,2025-04-09,3.15,Full Recovery (90%+),unknown,unknown
2025-04-03,NSC,-4.84,231.96,220.74,2025-04-24,,,0.53,Partial Recovery (50-75%),unknown,unknown
2025-04-03,NTAP,-5.91,86.19,81.09,2025-04-09,2025-04-09,2025-04-09,1.39,Full Recovery (90%+),unknown,unknown
2025-04-03,NTRS,-3.16,93.54,90.58,2025-04-09,2025-04-09,2025-04-09,0.91,Full Recovery (90%+),unknown,unknown
2025-04-03,NUE,-7.25,118.37,109.79,2025-04-09,,,0.67,Partial Recovery (50-75%),unknown,unknown
2025-04-03,NXPI,-6.32,183.48,171.88,2025-04-09,2025-04-09,2025-04-09,1.87,Full Recovery (90%+),unknown,unknown
2025-04-03,ODFL,-4.17,162.53,155.75,2025-04-09,2025-04-09,2025-04-09,1.44,Full Recovery (90%+),unknown,unknown
2025-04-03,OKE,-3.26,95.82,92.7,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,OMC,-3.59,78.19,75.38,2025-04-15,,,0.52,Partial Recovery (50-75%),unknown,unknown
2025-04-03,ON,-8.26,38.76,35.56,2025-04-09,2025-04-09,2025-04-09,1.38,Full Recovery (90%+),unknown,unknown
2025-04-03,OXY,-5.59,46.5,43.9,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,PCAR,-3.51,95.72,92.36,,,,0.47,Poor Recovery (<50%),unknown,unknown
2025-04-03,PH,-3.37,576.11,556.7,2025-04-09,2025-04-09,2025-04-09,2.07,Full Recovery (90%+),unknown,unknown
2025-04-03,PKG,-4.09,197.22,189.16,,,,0.18,Poor Recovery (<50%),unknown,unknown
2025-04-03,PLD,-6.03,108.11,101.59,,,,0.27,Poor Recovery (<50%),unknown,unknown
2025-04-03,PNC,-4.28,166.77,159.63,,,,0.02,Poor Recovery (<50%),unknown,unknown
2025-04-03,PNR,-4.55,85.17,81.29,2025-04-09,2025-04-22,2025-04-22,2.29,Full Recovery (90%+),unknown,unknown
2025-04-03,PPG,-3.13,107.35,103.99,,,,0.04,Poor Recovery (<50%),unknown,unknown
2025-04-03,PSX,-8.75,117.46,107.18,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,QCOM,-5.16,147.0,139.42,2025-04-09,2025-04-24,2025-04-24,1.03,Full Recovery (90%+),unknown,unknown
2025-04-03,RCL,-3.75,195.99,188.65,2025-04-09,2025-04-09,2025-04-09,3.09,Full Recovery (90%+),unknown,unknown
2025-04-03,RF,-5.81,20.82,19.61,2025-04-24,2025-04-24,,0.77,Good Recovery (75-90%),unknown,unknown
2025-04-03,RJF,-3.24,134.64,130.28,2025-04-09,2025-04-09,2025-04-09,1.6,Full Recovery (90%+),unknown,unknown
2025-04-03,RL,-5.31,208.99,197.89,2025-04-09,2025-04-09,2025-04-09,2.01,Full Recovery (90%+),unknown,unknown
2025-04-03,ROK,-4.5,250.43,239.16,2025-04-24,2025-04-24,,0.83,Good Recovery (75-90%),unknown,unknown
2025-04-03,RVTY,-3.16,103.96,100.67,,,,0.18,Poor Recovery (<50%),unknown,unknown
2025-04-03,SBUX,-5.45,93.35,88.26,,,,0.08,Poor Recovery (<50%),unknown,unknown
2025-04-03,SOLV,-6.08,74.73,70.19,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,SPG,-6.45,163.74,153.18,,,,0.29,Poor Recovery (<50%),unknown,unknown
2025-04-03,STLD,-4.6,121.65,116.06,2025-04-09,2025-04-09,2025-04-09,2.03,Full Recovery (90%+),unknown,unknown
2025-04-03,STT,-3.22,85.59,82.83,2025-04-23,2025-04-23,2025-04-23,1.72,Full Recovery (90%+),unknown,unknown
2025-04-03,STX,-10.79,80.18,71.53,2025-04-23,2025-04-23,2025-04-24,1.33,Full Recovery (90%+),unknown,unknown
2025-04-03,SW,-3.37,44.2,42.71,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,SWK,-9.19,71.2,64.66,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,SWKS,-8.55,62.07,56.76,2025-04-09,2025-04-24,,0.89,Good Recovery (75-90%),unknown,unknown
2025-04-03,SYF,-8.31,50.78,46.56,2025-04-09,2025-04-09,2025-04-09,1.27,Full Recovery (90%+),unknown,unknown
2025-04-03,TDY,-4.94,496.09,471.6,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,TECH,-3.64,56.93,54.86,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,TEL,-5.09,136.95,129.98,2025-04-09,2025-04-23,2025-04-24,1.94,Full Recovery (90%+),unknown,unknown
2025-04-03,TER,-4.57,78.69,75.09,2025-04-09,2025-04-09,2025-04-09,1.21,Full Recovery (90%+),unknown,unknown
2025-04-03,TFC,-5.73,39.29,37.04,,,,0.42,Poor Recovery (<50%),unknown,unknown
2025-04-03,TGT,-3.55,97.75,94.28,2025-04-09,2025-04-09,2025-04-09,0.98,Full Recovery (90%+),unknown,unknown
2025-04-03,TPL,-5.46,1291.55,1220.98,2025-04-09,2025-04-16,2025-04-17,1.63,Full Recovery (90%+),unknown,unknown
2025-04-03,TPR,-3.88,67.72,65.09,2025-04-09,2025-04-09,2025-04-24,1.22,Full Recovery (90%+),unknown,unknown
2025-04-03,TRGP,-6.24,192.74,180.72,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,TRMB,-5.19,63.58,60.28,,,,0.42,Poor Recovery (<50%),unknown,unknown
2025-04-03,TROW,-4.21,90.01,86.22,2025-04-09,2025-04-09,2025-04-09,1.04,Full Recovery (90%+),unknown,unknown
2025-04-03,TXN,-4.45,171.84,164.2,2025-04-09,,,0.69,Partial Recovery (50-75%),unknown,unknown
2025-04-03,TXT,-4.87,70.29,66.87,,,,0.31,Poor Recovery (<50%),unknown,unknown
2025-04-03,UAL,-7.95,65.43,60.23,2025-04-09,2025-04-09,2025-04-09,2.04,Full Recovery (90%+),unknown,unknown
2025-04-03,UNP,-3.19,231.35,223.97,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,UPS,-6.2,106.74,100.12,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,USB,-5.74,41.15,38.79,2025-04-24,,,0.53,Partial Recovery (50-75%),unknown,unknown
2025-04-03,VLO,-9.59,126.41,114.29,,,,0.13,Poor Recovery (<50%),unknown,unknown
2025-04-03,VLTO,-3.35,97.15,93.9,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,VST,-5.26,114.22,108.21,2025-04-09,2025-04-09,2025-04-09,2.67,Full Recovery (90%+),unknown,unknown
2025-04-03,VTRS,-4.11,8.51,8.16,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,WBD,-8.67,10.03,9.16,,,,0.11,Poor Recovery (<50%),unknown,unknown
2025-04-03,WDC,-11.89,38.76,34.15,2025-04-17,2025-04-23,2025-04-24,1.31,Full Recovery (90%+),unknown,unknown
2025-04-03,WFC,-3.11,67.78,65.67,2025-04-23,2025-04-23,2025-04-23,1.84,Full Recovery (90%+),unknown,unknown
2025-04-03,WY,-5.64,29.07,27.43,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-04-03,WYNN,-7.16,78.5,72.88,2025-04-09,2025-04-23,2025-04-23,1.55,Full Recovery (90%+),unknown,unknown
2025-04-03,XYL,-3.87,115.46,110.99,2025-04-23,2025-04-24,2025-04-24,1.03,Full Recovery (90%+),unknown,unknown
2025-04-03,ZBRA,-11.83,270.49,238.5,,,,0.17,Poor Recovery (<50%),unknown,unknown
2025-04-04,A,-3.86,107.14,103.0,2025-04-09,2025-04-09,2025-04-09,0.98,Full Recovery (90%+),"how, to, use, your, phone",https://www.theverge.com/how-to/643093/hotspot-pixel-iphone-how-to
2025-04-04,ABBV,-6.52,198.17,185.25,,,,0.06,Poor Recovery (<50%),"mitsubishi, ufj, asset, management, co.",https://www.etfdailynews.com/2025/04/04/mitsubishi-ufj-asset-management-co-ltd-has-198000-stake-in-regenxbio-inc-nasdaqrgnx/
2025-04-04,ABT,-5.17,130.62,123.87,2025-04-14,2025-04-16,2025-04-17,1.16,Full Recovery (90%+),"abt, rs3-r:, 510, cv, e",https://www.hdmotori.it/audi/articoli/n614255/abt-rs3-prestazioni-specifiche-tecniche-prezzo/
2025-04-04,ACGL,-6.93,94.37,87.83,2025-04-09,2025-04-14,,0.78,Good Recovery (75-90%),unknown,unknown
2025-04-04,ACN,-3.96,295.34,283.65,2025-04-09,2025-04-09,2025-04-09,1.27,Full Recovery (90%+),"opa, al, sabadell:, el, bbva",https://www.eldiario.es/catalunya/economia/opa-sabadell-bbva-alarga-compromisos-volumen-credito-pymes-convencer-cnmc_1_12193966.html
2025-04-04,ADI,-5.73,174.61,164.6,2025-04-07,2025-04-09,2025-04-09,3.2,Full Recovery (90%+),unknown,unknown
2025-04-04,ADM,-5.31,45.75,43.32,2025-04-11,2025-04-11,2025-04-11,2.25,Full Recovery (90%+),unknown,unknown
2025-04-04,ADP,-6.36,305.58,286.13,2025-04-11,2025-04-14,,0.79,Good Recovery (75-90%),unknown,unknown
2025-04-04,AEE,-6.53,102.48,95.79,2025-04-22,,,0.5,Partial Recovery (50-75%),unknown,unknown
2025-04-04,AEP,-5.12,110.12,104.48,2025-04-17,,,0.65,Partial Recovery (50-75%),unknown,unknown
2025-04-04,AES,-5.85,11.45,10.78,2025-04-09,,,0.54,Partial Recovery (50-75%),"calculating, the, united, state’s, ‘reciprocal’",https://www.r-bloggers.com/2025/04/calculating-the-united-states-reciprocal-tariffs/
2025-04-04,AFL,-6.73,109.34,101.98,2025-04-11,2025-04-14,2025-04-24,0.97,Full Recovery (90%+),"samsung, galaxy, s25, edge, soll",https://www.heise.de/news/Samsung-Galaxy-S25-Edge-soll-angeblich-am-13-Mai-vorgestellt-werden-10340111.html
2025-04-04,AIG,-6.2,84.17,78.95,2025-04-09,,,0.74,Partial Recovery (50-75%),unknown,unknown
2025-04-04,AIZ,-5.94,198.81,187.01,2025-04-09,,,0.68,Partial Recovery (50-75%),unknown,unknown
2025-04-04,AJG,-6.54,341.59,319.25,2025-04-11,2025-04-14,2025-04-14,1.06,Full Recovery (90%+),unknown,unknown
2025-04-04,AKAM,-4.36,77.05,73.69,2025-04-09,2025-04-09,2025-04-24,1.82,Full Recovery (90%+),"ankara'da, sağanak, yağış",https://www.haberturk.com/ankara-da-gok-gurultulu-saganak-ve-dolu-etkili-oldu-3779738
2025-04-04,ALB,-7.48,63.24,58.51,,,,0.41,Poor Recovery (<50%),"barack, obama, şi, kamala, harris",http://hotnews.ro/barack-obama-si-kamala-harris-critica-politicile-lui-donald-trump-intr-o-rara-luare-de-pozitie-de-la-revenirea-republicanului-la-casa-alba-1941161
2025-04-04,ALL,-7.8,202.35,186.57,2025-04-14,,,0.57,Partial Recovery (50-75%),"all, of, the, news, from",https://www.theverge.com/news/643564/microsoft-50th-anniversary-livestream-copilot-ai-how-to-watch
2025-04-04,AMD,-4.82,90.1,85.76,2025-04-09,2025-04-09,2025-04-09,2.55,Full Recovery (90%+),"all, of, the, news, from",https://www.theverge.com/news/643564/microsoft-50th-anniversary-livestream-copilot-ai-how-to-watch
2025-04-04,AMGN,-5.68,312.11,294.39,,,,0.05,Poor Recovery (<50%),unknown,unknown
2025-04-04,AMP,-3.96,439.62,422.19,2025-04-09,2025-04-09,2025-04-09,3.11,Full Recovery (90%+),unknown,unknown
